1.309969341372028282e+02,0.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+01
-1.880349371700167804e+00,1.000000000000000000e+00,1.400000000000000000e+01,1.500000000000000000e+01
4.704144100874989931e+01,2.000000000000000000e+00,1.300000000000000000e+01,1.500000000000000000e+01
-8.306955452908891857e+02,2.000000000000000000e+00,1.400000000000000000e+01,1.400000000000000000e+01
1.654696377144932029e+01,3.000000000000000000e+00,1.200000000000000000e+01,1.500000000000000000e+01
-2.717018241649219945e+01,3.000000000000000000e+00,1.300000000000000000e+01,1.400000000000000000e+01
3.572812028303395948e+01,4.000000000000000000e+00,1.100000000000000000e+01,1.500000000000000000e+01
-5.802972932227396541e+02,4.000000000000000000e+00,1.200000000000000000e+01,1.400000000000000000e+01
1.802871116892038827e+01,4.000000000000000000e+00,1.300000000000000000e+01,1.300000000000000000e+01
2.117161359326971137e+01,5.000000000000000000e+00,1.000000000000000000e+01,1.500000000000000000e+01
-2.094724514357712764e+01,5.000000000000000000e+00,1.100000000000000000e+01,1.400000000000000000e+01
-7.161311779995556570e+00,5.000000000000000000e+00,1.200000000000000000e+01,1.300000000000000000e+01
3.056840131574564978e+01,6.000000000000000000e+00,9.000000000000000000e+00,1.500000000000000000e+01
-5.317936225493061784e+02,6.000000000000000000e+00,1.000000000000000000e+01,1.400000000000000000e+01
1.077271563366052654e+01,6.000000000000000000e+00,1.100000000000000000e+01,1.300000000000000000e+01
-3.791813133327007677e+02,6.000000000000000000e+00,1.200000000000000000e+01,1.200000000000000000e+01
2.550959164734781126e+01,7.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+01
-1.879749979482266298e+01,7.000000000000000000e+00,9.000000000000000000e+00,1.400000000000000000e+01
1.767321799390691561e+00,7.000000000000000000e+00,1.000000000000000000e+01,1.300000000000000000e+01
-1.390391357876007206e+01,7.000000000000000000e+00,1.100000000000000000e+01,1.200000000000000000e+01
-5.200149753315581620e+02,8.000000000000000000e+00,8.000000000000000000e+00,1.400000000000000000e+01
7.179009162127270471e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.300000000000000000e+01
-3.651365106293522445e+02,8.000000000000000000e+00,1.000000000000000000e+01,1.200000000000000000e+01
3.046818344199647477e+00,8.000000000000000000e+00,1.100000000000000000e+01,1.100000000000000000e+01
-1.512507244037780119e+01,9.000000000000000000e+00,9.000000000000000000e+00,1.200000000000000000e+01
-3.172166358051892843e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.100000000000000000e+01
-3.602108459992845155e+02,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01
