2.232450606646759627e-09,0.000000000000000000e+00,3.000000000000000000e+01,3.000000000000000000e+01
1.307266702037734166e-09,1.000000000000000000e+00,2.900000000000000000e+01,3.000000000000000000e+01
2.688784183004343459e-09,2.000000000000000000e+00,2.800000000000000000e+01,3.000000000000000000e+01
-4.560577703588645202e-10,2.000000000000000000e+00,2.900000000000000000e+01,2.900000000000000000e+01
-2.855365766411643571e-09,3.000000000000000000e+00,2.700000000000000000e+01,3.000000000000000000e+01
-9.564400923175682175e-10,3.000000000000000000e+00,2.800000000000000000e+01,2.900000000000000000e+01
9.621687311107867180e-12,4.000000000000000000e+00,2.600000000000000000e+01,3.000000000000000000e+01
-4.691818650816286251e-10,4.000000000000000000e+00,2.700000000000000000e+01,2.900000000000000000e+01
3.204328214293966861e-10,4.000000000000000000e+00,2.800000000000000000e+01,2.800000000000000000e+01
1.058009912140204478e-09,5.000000000000000000e+00,2.500000000000000000e+01,3.000000000000000000e+01
-4.142970916650851246e-10,5.000000000000000000e+00,2.600000000000000000e+01,2.900000000000000000e+01
1.380341322379924870e-09,5.000000000000000000e+00,2.700000000000000000e+01,2.800000000000000000e+01
-1.074370550794835423e-09,6.000000000000000000e+00,2.400000000000000000e+01,3.000000000000000000e+01
2.231297116242163900e-09,6.000000000000000000e+00,2.500000000000000000e+01,2.900000000000000000e+01
1.087449470054362020e-09,6.000000000000000000e+00,2.600000000000000000e+01,2.800000000000000000e+01
2.675478302770977116e-09,6.000000000000000000e+00,2.700000000000000000e+01,2.700000000000000000e+01
-3.004142195574154630e-09,7.000000000000000000e+00,2.300000000000000000e+01,3.000000000000000000e+01
3.544849551164173247e-09,7.000000000000000000e+00,2.400000000000000000e+01,2.900000000000000000e+01
-1.498400650015453095e-09,7.000000000000000000e+00,2.500000000000000000e+01,2.800000000000000000e+01
2.018809485094699423e-09,7.000000000000000000e+00,2.600000000000000000e+01,2.700000000000000000e+01
1.279217847164358469e-09,8.000000000000000000e+00,2.200000000000000000e+01,3.000000000000000000e+01
-8.378660992660527965e-10,8.000000000000000000e+00,2.300000000000000000e+01,2.900000000000000000e+01
